cole_area_ubicacion_urbano;cole_bilingue_si;cole_calendario;cole_caracter;cole_cod_depto_ubicacion;cole_genero;cole_jornada;estu_cod_depto_presentacion;estu_edad;estu_genero_m;estu_privado_libertad_si;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_personashogar;fami_tieneautomovil_si;fami_tienecomputador_si;fami_tieneinternet_si;fami_tienelavadora_si;target
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.16;0;0;dos;educación profesional completa;postgrado;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;19.53;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 2;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.87;1;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.98;0;0;tres;educación profesional completa;educación profesional completa;estrato 2;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.41;0;0;tres;educación profesional completa;educación profesional completa;estrato 5;1 a 2;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;19.26;0;0;tres;educación profesional completa;secundaria (bachillerato) completa;estrato 4;3 a 4;0;1;1;0;1
1;0;0.028416004580917614;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.02311931858850476;0.7888888888888889;22.44;1;0;dos;técnica o tecnológica completa;primaria incompleta;estrato 2;3 a 4;0;1;1;0;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.28;1;0;dos;educación profesional completa;postgrado;estrato 4;3 a 4;1;1;1;1;1
0;0;0.10700737241428673;0.8067425381146661;0.0;0.8930642044234486;0.2903156538544127;0.0;19.51;1;0;cinco;secundaria (bachillerato) completa;primaria completa;estrato 2;7 a 8;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.7;0.8930642044234486;0.5832080738672966;0.7;20.21;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 6;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.35;0;0;tres;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.035287381003507264;0.5832080738672966;0.06666666666666668;22.07;0;0;uno;educación profesional incompleta;educación profesional incompleta;estrato 5;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;18.96;1;0;tres;educación profesional completa;secundaria (bachillerato) incompleta;estrato 2;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.84;0;0;seis o mas;educación profesional completa;educación profesional completa;estrato 3;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;20.23;1;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.56;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;19.42;0;0;cuatro;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.96;1;0;dos;postgrado;postgrado;estrato 5;1 a 2;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.77;1;0;uno;postgrado;postgrado;estrato 6;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.2903156538544127;0.5222222222222223;21.18;0;0;cinco;educación profesional completa;educación profesional completa;estrato 2;5 a 6;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.46;0;0;cuatro;postgrado;postgrado;estrato 4;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.55;1;0;tres;postgrado;educación profesional completa;estrato 4;3 a 4;0;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;21.01;1;0;dos;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.22222222222222224;27.28;1;0;dos;técnica o tecnológica completa;secundaria (bachillerato) completa;estrato 2;3 a 4;0;1;1;0;1
1;0;0.10700737241428673;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.04988905590151027;0.15555555555555556;19.63;0;0;dos;secundaria (bachillerato) completa;no sabe;estrato 1;1 a 2;0;0;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.14;1;0;dos;postgrado;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.97;0;0;tres;secundaria (bachillerato) completa;técnica o tecnológica completa;estrato 3;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.73;1;0;seis o mas;postgrado;postgrado;estrato 6;7 a 8;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.25;0;0;cuatro;educación profesional completa;secundaria (bachillerato) completa;estrato 4;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.07164841457304416;0.5832080738672966;0.06666666666666668;21.82;0;0;tres;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.03;1;0;cinco;no sabe;secundaria (bachillerato) completa;estrato 3;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.09;0;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) incompleta;estrato 3;3 a 4;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;19.16;0;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;21.16;1;0;dos;secundaria (bachillerato) completa;técnica o tecnológica incompleta;estrato 3;3 a 4;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.07164841457304416;0.5832080738672966;0.06666666666666668;20.38;0;0;cuatro;educación profesional completa;postgrado;estrato 6;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.06666666666666668;18.6;1;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.96;0;0;tres;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;19.59;0;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.12;0;0;cuatro;secundaria (bachillerato) completa;postgrado;estrato 2;3 a 4;0;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.13333333333333333;0.8930642044234486;0.04988905590151027;0.13333333333333333;20.93;0;0;tres;no sabe;no sabe;estrato 2;3 a 4;0;0;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.36;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.78;1;0;cuatro;educación profesional completa;postgrado;estrato 5;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;20.45;0;0;tres;secundaria (bachillerato) completa;primaria incompleta;estrato 5;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.07136210722210293;0.15555555555555556;0.035287381003507264;0.5832080738672966;0.15555555555555556;19.74;1;0;cuatro;no sabe;no sabe;estrato 3;5 a 6;0;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.6444444444444445;0.8930642044234486;0.5832080738672966;0.6444444444444445;20.53;0;0;tres;postgrado;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;25.48;0;0;dos;secundaria (bachillerato) completa;primaria completa;estrato 2;3 a 4;0;0;1;0;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.03049173287524157;0.7888888888888889;19.83;0;0;tres;técnica o tecnológica completa;secundaria (bachillerato) completa;estrato 3;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.47;1;0;cuatro;educación profesional completa;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;19.68;0;0;dos;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.96;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 3;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.73;1;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) incompleta;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.29;1;0;tres;postgrado;postgrado;estrato 4;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.44;1;0;tres;técnica o tecnológica completa;secundaria (bachillerato) completa;estrato 3;3 a 4;0;0;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.2903156538544127;0.5222222222222223;20.0;0;0;seis o mas;técnica o tecnológica completa;técnica o tecnológica completa;estrato 3;5 a 6;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;22.95;0;0;dos;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.9;1;0;tres;no sabe;postgrado;estrato 3;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.02311931858850476;0.06666666666666668;62.36;0;0;dos;ninguno;primaria incompleta;estrato 3;1 a 2;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.28;0;0;dos;educación profesional completa;educación profesional completa;estrato 3;1 a 2;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;22.54;1;0;tres;secundaria (bachillerato) completa;no sabe;estrato 5;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.45;1;0;tres;educación profesional completa;educación profesional incompleta;estrato 5;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.4666666666666667;0.8930642044234486;0.5832080738672966;0.4666666666666667;20.63;0;0;cinco;educación profesional completa;educación profesional completa;estrato 3;5 a 6;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.68;1;0;tres;educación profesional completa;educación profesional completa;sin estrato;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.74;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.92;1;0;tres;técnica o tecnológica completa;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.56;0;0;cuatro;postgrado;postgrado;estrato 5;5 a 6;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.03049173287524157;0.03333333333333333;22.12;0;0;cinco;educación profesional completa;secundaria (bachillerato) incompleta;estrato 6;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.61;1;0;tres;no sabe;educación profesional completa;estrato 3;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.5;1;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;5 a 6;0;0;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.21;0;0;dos;postgrado;secundaria (bachillerato) completa;estrato 3;1 a 2;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.99;0;0;tres;postgrado;postgrado;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;19.59;1;0;tres;educación profesional incompleta;postgrado;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.5832080738672966;0.5222222222222223;19.52;0;0;tres;postgrado;postgrado;estrato 3;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.76;0;0;tres;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;19.17;1;0;tres;educación profesional incompleta;técnica o tecnológica completa;estrato 3;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.28;0;0;seis o mas;educación profesional completa;secundaria (bachillerato) incompleta;estrato 1;5 a 6;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.5832080738672966;0.6777777777777778;20.18;0;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;18.86;0;0;dos;técnica o tecnológica incompleta;técnica o tecnológica completa;estrato 1;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;24.55;1;0;dos;secundaria (bachillerato) incompleta;primaria incompleta;estrato 3;3 a 4;0;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.2903156538544127;0.5222222222222223;21.05;1;0;cuatro;secundaria (bachillerato) incompleta;secundaria (bachillerato) incompleta;estrato 1;3 a 4;0;0;1;1;0
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.24;1;0;cinco;no sabe;no sabe;estrato 3;5 a 6;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.04;1;0;dos;primaria completa;educación profesional completa;estrato 2;5 a 6;0;0;1;0;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.44;1;0;tres;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.92;1;0;cuatro;educación profesional completa;secundaria (bachillerato) completa;estrato 3;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;19.92;0;0;tres;educación profesional incompleta;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.11;0;0;tres;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.18;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 6;5 a 6;1;1;1;0;1
1;0;0.8645766230047957;0.07136210722210293;0.06666666666666668;0.035287381003507264;0.5832080738672966;0.06666666666666668;20.5;1;0;tres;postgrado;educación profesional completa;estrato 5;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;18.53;0;0;dos;postgrado;educación profesional completa;estrato 3;1 a 2;1;1;1;0;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.02;0;0;tres;técnica o tecnológica completa;educación profesional completa;estrato 4;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.46;1;0;tres;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.79;0;0;dos;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;19.53;1;0;dos;educación profesional completa;educación profesional completa;estrato 2;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.19;0;0;cinco;educación profesional completa;técnica o tecnológica completa;estrato 2;9 o más;0;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.07164841457304416;0.5832080738672966;0.06666666666666668;21.14;0;0;tres;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.028416004580917614;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;20.94;1;0;cinco;técnica o tecnológica incompleta;educación profesional incompleta;estrato 4;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.006799799584854341;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;18.59;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.03049173287524157;0.06666666666666668;20.56;0;0;dos;educación profesional completa;educación profesional completa;estrato 3;1 a 2;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.41;1;0;dos;educación profesional completa;educación profesional completa;estrato 4;1 a 2;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.26;1;0;dos;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;19.18;0;0;uno;educación profesional completa;técnica o tecnológica completa;estrato 4;1 a 2;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.20000000000000004;0.8930642044234486;0.5832080738672966;0.20000000000000004;20.49;0;0;tres;postgrado;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.33;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 6;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.65;0;0;tres;educación profesional completa;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.02311931858850476;0.7888888888888889;22.35;0;0;uno;secundaria (bachillerato) incompleta;primaria completa;estrato 3;1 a 2;0;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.75;1;0;tres;técnica o tecnológica completa;técnica o tecnológica completa;estrato 2;3 a 4;0;0;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.18;0;0;cinco;postgrado;educación profesional completa;estrato 6;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.07164841457304416;0.2903156538544127;0.7888888888888889;19.88;0;0;tres;secundaria (bachillerato) completa;técnica o tecnológica incompleta;estrato 3;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.15;1;0;tres;no sabe;no sabe;estrato 3;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.89;0;0;dos;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.2;1;0;cuatro;técnica o tecnológica incompleta;educación profesional completa;estrato 5;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;19.49;0;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;0;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.22222222222222224;20.03;1;0;dos;técnica o tecnológica completa;postgrado;estrato 4;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;18.41;1;0;uno;técnica o tecnológica incompleta;secundaria (bachillerato) completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;19.7;0;0;tres;educación profesional incompleta;educación profesional completa;estrato 3;3 a 4;1;0;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.02311931858850476;0.888888888888889;24.54;1;0;seis o mas;secundaria (bachillerato) completa;primaria completa;estrato 1;5 a 6;1;1;0;1;0
0;1;0.8645766230047957;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.5832080738672966;0.6777777777777778;19.3;1;0;tres;educación profesional completa;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;22.52;1;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.98;0;0;cuatro;educación profesional completa;postgrado;estrato 5;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7;0.8930642044234486;0.5832080738672966;0.7;19.35;0;0;tres;postgrado;postgrado;estrato 6;1 a 2;1;1;1;1;1
1;0;0.028416004580917614;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.02297616491303414;0.15555555555555556;20.37;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 3;3 a 4;0;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.2903156538544127;0.5222222222222223;21.92;1;0;dos;secundaria (bachillerato) incompleta;secundaria (bachillerato) incompleta;estrato 2;1 a 2;0;1;1;0;0
1;0;0.028416004580917614;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.04988905590151027;0.03333333333333333;19.49;0;0;dos;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;22.06;1;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.55;1;0;tres;educación profesional completa;técnica o tecnológica completa;estrato 2;3 a 4;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;20.18;1;0;tres;educación profesional incompleta;educación profesional incompleta;estrato 5;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.05;1;0;tres;secundaria (bachillerato) completa;técnica o tecnológica completa;estrato 1;3 a 4;0;0;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.5;0.8930642044234486;0.04988905590151027;0.11111111111111113;20.08;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;0;0;0;0
