cole_area_ubicacion_urbano;cole_bilingue_si;cole_calendario;cole_caracter;cole_cod_depto_ubicacion;cole_genero;cole_jornada;estu_cod_depto_presentacion;estu_edad;estu_genero_m;estu_privado_libertad_si;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_personashogar;fami_tieneautomovil_si;fami_tienecomputador_si;fami_tieneinternet_si;fami_tienelavadora_si;target
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;19.76;0;0;dos;educación profesional completa;educación profesional completa;estrato 4;1 a 2;1;1;1;1;0
1;0;0.8645766230047957;0.006799799584854341;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.26;0;0;dos;técnica o tecnológica incompleta;técnica o tecnológica incompleta;estrato 3;3 a 4;0;0;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.035287381003507264;0.5832080738672966;0.7888888888888889;19.91;1;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.32;0;0;tres;educación profesional completa;educación profesional incompleta;estrato 3;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;21.65;1;0;dos;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 2;1 a 2;0;0;1;0;0
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.07164841457304416;0.2903156538544127;0.15555555555555556;20.42;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.64;1;0;tres;secundaria (bachillerato) completa;técnica o tecnológica incompleta;estrato 3;3 a 4;0;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;18.95;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 4;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.66;0;0;tres;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;19.33;1;0;dos;postgrado;postgrado;estrato 6;1 a 2;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;21.67;1;0;tres;educación profesional completa;educación profesional completa;estrato 6;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.92;0;0;cinco;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7;0.8930642044234486;0.5832080738672966;0.7;19.83;1;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.07136210722210293;0.15555555555555556;0.035287381003507264;0.5832080738672966;0.15555555555555556;18.34;1;0;cuatro;educación profesional completa;técnica o tecnológica completa;estrato 2;5 a 6;0;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;21.43;1;0;tres;postgrado;postgrado;sin estrato;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.16666666666666669;0.8930642044234486;0.04988905590151027;0.16666666666666669;22.86;0;0;tres;secundaria (bachillerato) incompleta;secundaria (bachillerato) incompleta;estrato 1;5 a 6;0;0;0;1;0
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.5832080738672966;0.15555555555555556;18.55;1;0;tres;educación profesional completa;no sabe;estrato 5;3 a 4;0;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.22222222222222224;20.08;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 3;1 a 2;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.15;1;0;tres;educación profesional completa;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.035287381003507264;0.5832080738672966;0.06666666666666668;19.5;1;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.55;1;0;dos;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.028416004580917614;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.03049173287524157;0.9222222222222223;45.03;0;0;tres;secundaria (bachillerato) incompleta;secundaria (bachillerato) completa;estrato 3;5 a 6;0;1;0;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.04988905590151027;0.7888888888888889;21.33;0;0;tres;educación profesional completa;educación profesional completa;estrato 4;5 a 6;1;1;1;1;0
1;0;0.028416004580917614;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.02297616491303414;0.15555555555555556;20.51;1;0;cinco;técnica o tecnológica incompleta;secundaria (bachillerato) incompleta;estrato 1;5 a 6;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.2903156538544127;0.22222222222222224;21.44;1;0;cuatro;primaria completa;primaria completa;estrato 4;7 a 8;0;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.5832080738672966;0.6777777777777778;20.29;1;0;dos;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.22222222222222224;21.28;0;0;seis o mas;educación profesional incompleta;educación profesional completa;estrato 6;9 o más;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.07164841457304416;0.5832080738672966;0.06666666666666668;20.35;0;0;tres;postgrado;secundaria (bachillerato) completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.95;1;0;dos;educación profesional incompleta;técnica o tecnológica incompleta;estrato 2;1 a 2;1;1;1;0;0
1;0;0.8645766230047957;0.07136210722210293;0.06666666666666668;0.035287381003507264;0.5832080738672966;0.06666666666666668;21.18;1;0;tres;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.3;1;0;tres;educación profesional completa;educación profesional completa;estrato 2;7 a 8;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.36;1;0;tres;técnica o tecnológica completa;técnica o tecnológica completa;estrato 3;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.18;0;0;cinco;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;26.53;1;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 2;9 o más;0;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.5444444444444444;0.8930642044234486;0.2903156538544127;0.5444444444444444;20.34;0;0;cuatro;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 2;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.54;1;0;tres;secundaria (bachillerato) incompleta;técnica o tecnológica incompleta;estrato 3;5 a 6;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.7;0.8930642044234486;0.5832080738672966;0.7;20.95;1;0;tres;educación profesional completa;postgrado;estrato 6;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.07;1;0;tres;secundaria (bachillerato) incompleta;secundaria (bachillerato) completa;estrato 3;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.72;1;0;tres;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;21.18;0;0;cuatro;educación profesional completa;postgrado;estrato 6;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.3;1;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.32;1;0;cinco;técnica o tecnológica completa;primaria incompleta;estrato 5;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;18.93;1;0;cuatro;secundaria (bachillerato) completa;educación profesional incompleta;estrato 2;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.12;0;0;tres;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;21.43;0;0;dos;secundaria (bachillerato) completa;educación profesional completa;estrato 2;1 a 2;0;1;1;1;0
0;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.44;0;0;tres;postgrado;educación profesional incompleta;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.9;1;0;dos;educación profesional incompleta;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.21;1;0;tres;secundaria (bachillerato) incompleta;secundaria (bachillerato) incompleta;estrato 1;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.49;1;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.07164841457304416;0.5832080738672966;0.06666666666666668;20.6;0;0;dos;técnica o tecnológica completa;técnica o tecnológica completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.07136210722210293;0.15555555555555556;0.035287381003507264;0.5832080738672966;0.15555555555555556;20.53;1;0;tres;no sabe;secundaria (bachillerato) completa;estrato 4;5 a 6;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;20.64;1;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.21;0;0;tres;técnica o tecnológica completa;técnica o tecnológica completa;estrato 4;3 a 4;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.73;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 5;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.56;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.5832080738672966;0.15555555555555556;19.21;1;0;dos;educación profesional completa;secundaria (bachillerato) completa;estrato 3;3 a 4;0;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.25;0;0;cinco;educación profesional completa;educación profesional completa;estrato 6;5 a 6;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.5832080738672966;0.6777777777777778;20.61;1;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.16666666666666669;0.8930642044234486;0.04988905590151027;0.16666666666666669;34.78;0;0;dos;primaria incompleta;primaria incompleta;estrato 1;3 a 4;0;0;0;1;0
1;0;0.10700737241428673;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.02297616491303414;0.22222222222222224;21.59;1;0;tres;técnica o tecnológica completa;primaria completa;estrato 3;1 a 2;0;1;1;1;0
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.22222222222222224;19.42;0;0;dos;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;21.57;1;0;tres;educación profesional incompleta;postgrado;estrato 2;3 a 4;0;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;45.28;0;0;tres;primaria completa;secundaria (bachillerato) incompleta;estrato 2;5 a 6;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.5832080738672966;0.5222222222222223;19.67;1;0;tres;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;18.08;0;0;tres;educación profesional completa;secundaria (bachillerato) incompleta;estrato 1;7 a 8;0;1;1;1;0
1;0;0.8645766230047957;0.07136210722210293;0.5222222222222223;0.8930642044234486;0.2903156538544127;0.5222222222222223;18.09;1;0;dos;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.035287381003507264;0.5832080738672966;0.06666666666666668;20.33;1;0;tres;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.85;1;0;tres;educación profesional completa;educación profesional completa;estrato 3;1 a 2;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.99;0;0;tres;postgrado;técnica o tecnológica completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;21.54;0;0;tres;educación profesional completa;educación profesional completa;estrato 5;1 a 2;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.44;0;0;dos;postgrado;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.44;1;0;tres;postgrado;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.31;1;0;dos;técnica o tecnológica completa;técnica o tecnológica completa;estrato 2;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.45;0;0;tres;postgrado;secundaria (bachillerato) incompleta;estrato 5;1 a 2;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.15;1;0;tres;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.5832080738672966;0.5222222222222223;20.23;1;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.05;1;0;tres;educación profesional completa;educación profesional incompleta;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.7;0;0;cuatro;secundaria (bachillerato) incompleta;secundaria (bachillerato) completa;estrato 2;5 a 6;0;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.31;1;0;uno;postgrado;postgrado;estrato 3;1 a 2;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.05;1;0;tres;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.1;0;0;tres;educación profesional completa;postgrado;estrato 4;7 a 8;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.4;0;0;dos;educación profesional incompleta;educación profesional completa;estrato 4;1 a 2;0;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.0888888888888889;0.07164841457304416;0.5832080738672966;0.0888888888888889;20.92;0;0;tres;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;20.38;1;0;cuatro;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
0;0;0.10700737241428673;0.8067425381146661;0.9888888888888889;0.8930642044234486;0.2903156538544127;0.9888888888888889;22.54;1;0;cuatro;primaria completa;primaria completa;sin estrato;3 a 4;0;0;0;0;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.03049173287524157;0.7888888888888889;20.56;0;0;dos;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 5;1 a 2;1;1;1;1;0
1;0;0.10700737241428673;0.07136210722210293;0.9;0.8930642044234486;0.04988905590151027;0.9;19.61;0;0;dos;primaria incompleta;primaria incompleta;estrato 1;3 a 4;0;0;1;0;0
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.46;1;0;tres;educación profesional completa;educación profesional completa;estrato 4;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.0;0.07164841457304416;0.5832080738672966;0.0;20.59;0;0;tres;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.03049173287524157;0.7888888888888889;21.22;1;0;dos;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;19.15;1;0;tres;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.03049173287524157;0.7888888888888889;21.48;1;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.1;0;0;dos;educación profesional completa;secundaria (bachillerato) completa;estrato 3;3 a 4;0;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.53;1;0;tres;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;18.81;0;0;tres;postgrado;postgrado;estrato 4;5 a 6;0;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.2903156538544127;0.06666666666666668;20.09;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;21.73;1;0;cinco;educación profesional completa;educación profesional completa;estrato 3;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.04988905590151027;0.7888888888888889;31.75;1;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;3 a 4;1;0;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.89;1;0;dos;secundaria (bachillerato) incompleta;educación profesional completa;estrato 3;3 a 4;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.43333333333333335;0.8930642044234486;0.5832080738672966;0.43333333333333335;18.85;1;0;tres;educación profesional completa;secundaria (bachillerato) incompleta;estrato 4;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.02297616491303414;0.7888888888888889;22.92;0;0;tres;primaria completa;primaria incompleta;estrato 2;3 a 4;0;0;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.5832080738672966;0.15555555555555556;19.56;1;0;tres;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.67;1;0;tres;educación profesional completa;educación profesional incompleta;estrato 3;3 a 4;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.46;1;0;tres;educación profesional completa;técnica o tecnológica completa;estrato 4;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.93;0;0;cinco;secundaria (bachillerato) completa;educación profesional completa;estrato 5;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.23;1;0;dos;educación profesional completa;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.66;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.07164841457304416;0.5832080738672966;0.06666666666666668;20.93;0;0;cinco;educación profesional incompleta;educación profesional completa;estrato 5;5 a 6;1;1;1;1;1
1;0;0.10700737241428673;0.07136210722210293;0.0;0.8930642044234486;0.5832080738672966;0.0;35.24;0;0;tres;primaria incompleta;ninguno;estrato 2;7 a 8;0;0;0;1;0
1;0;0.10700737241428673;0.8067425381146661;0.16666666666666669;0.8930642044234486;0.04988905590151027;0.16666666666666669;31.38;0;0;dos;secundaria (bachillerato) incompleta;primaria incompleta;estrato 1;5 a 6;0;0;0;1;0
1;0;0.10700737241428673;0.8067425381146661;0.0888888888888889;0.8930642044234486;0.2903156538544127;0.0888888888888889;20.49;0;0;dos;educación profesional incompleta;técnica o tecnológica incompleta;estrato 3;3 a 4;1;0;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.13333333333333333;0.8930642044234486;0.04988905590151027;0.13333333333333333;21.58;1;0;dos;secundaria (bachillerato) completa;no sabe;estrato 2;1 a 2;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.6;0;0;dos;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.22;0;0;dos;educación profesional completa;postgrado;estrato 6;1 a 2;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.5832080738672966;0.15555555555555556;20.15;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.27;0;0;dos;postgrado;postgrado;estrato 4;1 a 2;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.0;0.035287381003507264;0.5832080738672966;0.0;20.34;1;0;tres;educación profesional completa;educación profesional completa;estrato 6;5 a 6;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;19.96;1;0;dos;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.27;0;0;tres;educación profesional completa;secundaria (bachillerato) incompleta;estrato 4;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;22.12;1;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 4;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.07136210722210293;0.06666666666666668;0.035287381003507264;0.5832080738672966;0.06666666666666668;20.02;1;0;tres;postgrado;postgrado;estrato 5;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.13;1;0;dos;educación profesional completa;educación profesional completa;estrato 5;1 a 2;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.47;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;1 a 2;1;1;1;1;0
0;0;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;20.32;1;0;tres;educación profesional completa;educación profesional completa;estrato 5;7 a 8;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.0;1;0;tres;técnica o tecnológica completa;técnica o tecnológica completa;estrato 3;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.51;0;0;uno;educación profesional completa;no sabe;estrato 4;1 a 2;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.2903156538544127;0.5222222222222223;21.28;1;0;seis o mas;secundaria (bachillerato) incompleta;educación profesional completa;estrato 2;5 a 6;1;1;1;1;0
